aweme_id,cid,reply_id,reply_to_reply_id,text,create_time,user_nickname,user_avatar,reply_to_username,ip_label
7507950448835054908,7507987385457476415,7507986585669878588,0,转到一个谷子[宕机],1748089541,风吹书香,78b5b0fbb85231f967d01b782c239c75.jpeg,,广东
7507950448835054908,7507995368232108857,7507986585669878588,7507987385457476415,[坏笑],1748091395,🌾谷子🥕,3f7a29ef0fd452c9d30ee3e2ae6393e6.jpeg,风吹书香,江苏
7507950448835054908,7585557396476969765,7507986585669878588,0,,1766150213,软芙,3b3508f0cd3ad902d6a8eb71d24371a6.jpeg,,湖北
7507950448835054908,7507973058780578617,7507972945165091644,0,别问我为什么少了一个字，因为我没看见[呆无辜],1748086203,✨锅包又✨,9de6e8b6d872b1338d97869829ba8bdc.jpeg,,陕西
7507950448835054908,7507969285491540793,7507969027541762873,0,第一张跟最后一张[看],1748085323,✨️larkspur_tang⁵¹⁰⁷⁴,8f94680c0c6763d97b41c8c4e67accf2.jpeg,,上海
7507950448835054908,7507969965582107451,7507969027541762873,0,,1748085483,啤酒🌈,a84e087151bb175e4e07307222218c1f.jpeg,,山西
7507950448835054908,7507971387919729465,7507969027541762873,7507969965582107451,[比心][比心][比心],1748085812,✨️larkspur_tang⁵¹⁰⁷⁴,8f94680c0c6763d97b41c8c4e67accf2.jpeg,啤酒🌈,上海
7507950448835054908,7507989783679927079,7507969027541762873,7507969965582107451,这张咋不能保存,1748090097,y1ng,b6b44564ecd37154ff9d2f23bf9a8c92.jpeg,啤酒🌈,湖北
7507950448835054908,7507982121978331914,7507969027541762873,0,,1748088312,꧔ꦿ似水流年,6930078fde5478b457fb126f6141455b.jpeg,,江西
7507950448835054908,7507982530282767164,7507969027541762873,7507982121978331914,[比心][比心][比心],1748088408,✨️larkspur_tang⁵¹⁰⁷⁴,8f94680c0c6763d97b41c8c4e67accf2.jpeg,꧔ꦿ似水流年,上海
7507950448835054908,7507970037304017721,7507969027541762873,7507969285491540793,,1748085499,啤酒🌈,a84e087151bb175e4e07307222218c1f.jpeg,✨️larkspur_tang⁵¹⁰⁷⁴,山西
7507950448835054908,7507971299168584506,7507969027541762873,7507970037304017721,截图的。。。。要么将就下[看][比心],1748085792,✨️larkspur_tang⁵¹⁰⁷⁴,8f94680c0c6763d97b41c8c4e67accf2.jpeg,啤酒🌈,上海
7507950448835054908,7507976017798497081,7507969027541762873,7507971299168584506,原图下载的,1748086891,啤酒🌈,a84e087151bb175e4e07307222218c1f.jpeg,✨️larkspur_tang⁵¹⁰⁷⁴,山西
7507950448835054908,7507978574423769913,7507969027541762873,7507976017798497081,好嘞，谢谢[看],1748087486,✨️larkspur_tang⁵¹⁰⁷⁴,8f94680c0c6763d97b41c8c4e67accf2.jpeg,啤酒🌈,上海
