aweme_id,cid,reply_id,reply_to_reply_id,text,create_time,user_nickname,user_avatar,reply_to_username,ip_label
7501308375465889081,7509750603271504698,7509341954942796596,0,？？？你对川渝暴龙🐉🐉🐉🐉🐉🐉🐉🐉🐉🐉🐉一无所知！,1748500069,远山☞甜甜,e48aecd58df5bd3ff7a719d538855f95.jpeg,,四川
7501308375465889081,7509823655116555008,7509341954942796596,7509750603271504698,啥意思[捂脸],1748517082,马其,0b78746de53bff34675a3952931a0542.jpeg,远山☞甜甜,内蒙古
7501308375465889081,7501313349764252476,7501312956409692986,0,对，我在山东金堂县[九转大肠],1746535619,张全蛋。,025ce3f7cefae12ac71361de203ef6d2.jpeg,,四川
7501308375465889081,7501313787178599195,7501312956409692986,7501313349764252476,位置在四川[灵机一动],1746535720,🌈小唐哥🌈,4f7acf492a27073a79b32231efa583ff.jpeg,张全蛋。,江苏
7501308375465889081,7501313852467741499,7501312956409692986,7501313349764252476,别在意细节,1746535735,大龙和小贝⁸⁰⁰⁸,f3e9686626a60ee08c09df1e781081a8.jpeg,张全蛋。,山东
7501308375465889081,7501315439978857273,7501312956409692986,7501313349764252476,胡扯老黑！我这里没有这地方[看],1746536105,一只小俊仔,84d819f1d4d609a89dbaab5c57ad7c0e.jpeg,张全蛋。,山东
7501308375465889081,7501315930744652580,7501312956409692986,7501313349764252476,调整好了就回来直播，让我找回上班的感觉[鞠躬],1746536222,云有泪,81a7882d58157c1e16c31f13e3065d37.jpeg,张全蛋。,福建
7501308375465889081,7501321444892115764,7501312956409692986,7501313349764252476,[泣不成声][泣不成声]龚家山还是三学寺，梨花沟啊？,1746537506,浅蓝de大海,7f893670257adffe909def15668b4a7a.jpeg,张全蛋。,四川
7501308375465889081,7501322477765083964,7501312956409692986,7501313349764252476,这是在Z城吗,1746537743,༄💋 孤꯭꯭꯭̆̈影꯭꯭꯭̆̈  𓀁,85828111cc1cd101f97d830562e9fcfe.jpeg,张全蛋。,广西
7501308375465889081,7501323380068287291,7501312956409692986,7501313349764252476,哈哈哈哈哈[捂脸][不失礼貌的微笑][不失礼貌的微笑][不失礼貌的微笑][不失礼貌的微笑],1746537953,模特、演员,05df8708de9b5c76c116f94de019415f.jpeg,张全蛋。,贵州
7501308375465889081,7501323458543354683,7501312956409692986,7501313349764252476,注意安全[不失礼貌的微笑],1746537971,模特、演员,05df8708de9b5c76c116f94de019415f.jpeg,张全蛋。,贵州
7501308375465889081,7501330673027826447,7501312956409692986,7501313349764252476,既然跑到我们金堂来了呀[偷笑][偷笑][偷笑]早点说我来找你，给你带点耙耙柑，我们打合吃[偷笑][偷笑][偷笑][偷笑],1746539655,🌈糖🌈,3ead39eb7ffc18a8021febaa221df7d8.jpeg,张全蛋。,四川
7501308375465889081,7501335703424353043,7501312956409692986,7501313349764252476,我说了多少遍，那是金乡县[流泪][流泪],1746540828,仅存的热爱,997851e9abc2df4ddb607daff3fcfb3e.jpeg,张全蛋。,山东
7501308375465889081,7501336593141318457,7501312956409692986,7501313349764252476,我到了五凤了，等会儿来抓你,1746541030,山沟沟,499c720426ddd440c74fc1eae72c33a4.jpeg,张全蛋。,四川
7501308375465889081,7501339774189437754,7501312956409692986,7501313349764252476,金山公园吗,1746541771,𝑴𝒓.慕子熙ぐ,7b91ae4a566a915fcd224b1927c86ccf.jpeg,张全蛋。,四川
7501308375465889081,7501342976981091081,7501312956409692986,7501313349764252476,你需要一个刷碗的伙伴，我感觉我可以[捂脸],1746542517,麻子哥,7ae7f5c4c13ec17b2203abf4bc611a3e.jpeg,张全蛋。,上海
7501308375465889081,7501356899897066290,7501312956409692986,7501313349764252476,金堂不是成都周边吗,1746545764,黑娃,6fee20a00cc2f8a133c201d9aa0384ae.jpeg,张全蛋。,四川
7501308375465889081,7501377181345268507,7501312956409692986,7501313349764252476,不是曹县吗,1746550491,微笑却不甜了…,7f49a2dc84f89dd95c93b4fd62ca6f4a.jpeg,张全蛋。,重庆
7501308375465889081,7501476538942260026,7501312956409692986,7501313349764252476,你来山东，我去抓你[奸笑][奸笑][奸笑],1746573618,张老黑的好大儿,e0a4ad1dc3ef4033c11f46e81372be7f.jpeg,张全蛋。,山东
7501308375465889081,7501488456335065868,7501312956409692986,7501313349764252476,你在我老家？金堂[比心][比心][比心][比心][比心],1746576394,竹凌深处,fbac0fb9eb978204a7ae0279138e9ce0.jpeg,张全蛋。,四川
7501308375465889081,7501513594194936617,7501312956409692986,7501313349764252476,我在成都土桥金堂县,1746582245,凤,0542a14725e9b3480660ff42fa50b546.jpeg,张全蛋。,安徽
7501308375465889081,7501557271059809064,7501312956409692986,7501313349764252476,我也在金堂，我要来找你吃火锅[捂脸],1746592413,生命中的过客,9babe136f841b672ea37adb88988fd4d.jpeg,张全蛋。,四川
7501308375465889081,7501743424154321690,7501312956409692986,7501313349764252476,金堂去年有熊出没新闻，别乱跑,1746635761,逍遥,eb43cae1d40212e8a17331ca3a284e55.jpeg,张全蛋。,四川
7501308375465889081,7510511804901081914,7501312956409692986,7501313349764252476,真在金堂,1748677300,夏末,e7cc704a35db782659e779067a6043cc.jpeg,张全蛋。,四川
7501308375465889081,7529557719611736872,7501312956409692986,7501313349764252476,[捂脸][捂脸],1753111774,l,7c3b3865d0298c018395587f3909f743.jpeg,张全蛋。,四川
7501308375465889081,7501346491802911547,7501312956409692986,7501313349764252476,青白江过去那边的金堂，你还山东金堂[嘿哈][嘿哈][嘿哈]你会真瞎说[偷笑][偷笑][偷笑],1746543335,ﻬㅤㅤ ㅤ  ࿚໌້❥୧⍤⃝殇ᨳ໌້ᮨ,5470893bc0ecf3549e2b7140956c0895.jpeg,张全蛋。,四川
7501308375465889081,7501322547062473508,7501312956409692986,7501313349764252476,[捂脸][捂脸]金堂县，老妹呀！你要把我笑死。,1746537762,花有从开日，人无再少年,f73290f20815c82e8350ac4bfecad2bc.jpeg,张全蛋。,四川
7501308375465889081,7503000242029085450,7501340320547259186,0,因为锅太大，导致罐子受热爆炸,1746928383,summerX²⁴,068c3cf8b11ca9be2ceab239b9c39e89.jpeg,,江苏
7501308375465889081,7501510951390659385,7501439045198889728,0,仆人不上桌,1746581628,张全蛋。,025ce3f7cefae12ac71361de203ef6d2.jpeg,,四川
7501308375465889081,7501515153289298746,7501439045198889728,7501510951390659385,这么早醒干嘛,1746582605,半山人⁵¹⁰⁷⁴,7eceacdb9e3fda0c8df829fcf1e01c92.jpeg,张全蛋。,广东
7501308375465889081,7501494598352126757,7501331392577651491,0,这个没事，锅很小，概率很小,1746577820,hi,0cd3377e15422e2e229b770c4f611c14.jpeg,,广东
7501308375465889081,7501398374718800699,7501331392577651491,0,卡式炉太危险了,1746555426,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,2c3533e4b37186c2addc2ff444cb489a.jpeg,,江苏
7501308375465889081,7501334959467774777,7501331392577651491,0,木乃伊套装[看],1746540649,90后小白条,c63441ae8dfa495f64f59b8b77cf3e5e.jpeg,,新疆
7501308375465889081,7501367884464309029,7501331392577651491,7501334959467774777,[捂脸][捂脸][捂脸],1746548318,ᥫᩣ.李先森,32fd3dc3ce92830c99b35362f520a472.jpeg,90后小白条,陕西
7501308375465889081,7501321330660688698,7501317707448107776,0,朋友在附近哈，说过了,1746537476,张全蛋。,025ce3f7cefae12ac71361de203ef6d2.jpeg,,四川
