aweme_id,cid,reply_id,reply_to_reply_id,text,create_time,user_nickname,user_avatar,reply_to_username,ip_label
7305979367383911719,7306018763307418404,7305987778360722213,0,哇去，不匹配[呲牙],1701065056,💹🍄🦆,4ca8de27cf3490f60d368061c4820144.jpeg,,黑龙江
7305979367383911719,7306020629471298314,7305987778360722213,7306018763307418404,明天16了啊[捂脸],1701065491,CR-09¹²₁₀,ed5c532db843cb52076ddcff9ed35e94.jpeg,💹🍄🦆,福建
7305979367383911719,7306026509645873939,7305987778360722213,7306020629471298314,对哦，差3000亲密度,1701066860,💹🍄🦆,caeebdca3a6ee64e953069f0f9be2c16.jpeg,CR-09¹²₁₀,黑龙江
7305979367383911719,7306079436909314826,7305987778360722213,0,这女的谁啊,1701079181,confused,b0797764a4b9678a5971d932273f8644.jpeg,,河北
7305979367383911719,7306434879381390114,7305987778360722213,0,大房子至少比呆不呆和星夜高吧，咋给拍成球体了[捂脸],1701161941,资深路人甲,a763e5b9c6742acdc128846ece5a38a6.jpeg,,山东
7305979367383911719,7308141318704988964,7305987778360722213,0,[灵机一动]这个必须好看,1701559252,A_小飞,a834561b0c94db1d1deb6ef10a9f44c6.jpeg,,广东
7305979367383911719,7306045638617187091,7305982722174042899,0,自己不会画吗[看],1701071313,张全蛋。,025ce3f7cefae12ac71361de203ef6d2.jpeg,,四川
7305979367383911719,7306047568985785100,7305982722174042899,7306045638617187091,我画的应该不算帅哥,1701071763,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,张全蛋。,四川
7305979367383911719,7318629757552935699,7305982722174042899,7306045638617187091,有道理[赞],1704001280,用户2448784048127,2f0c1d624595a7527daa35a19cf309de.jpeg,张全蛋。,甘肃
7305979367383911719,7306081520014918437,7305982722174042899,7306045638617187091,画了你一千个 陪着我,1701079666,A. 夜曲,76da446c35bf3a1014a891292d8024b5.jpeg,张全蛋。,山东
7305979367383911719,7306058630670156580,7305982722174042899,7306045638617187091,把我画给小野猫 谢谢嗷,1701074337,国一海狗,c218c4ce8d1269cae5e00b6a6e484a0b.jpeg,张全蛋。,广东
7305979367383911719,7306046906311312138,7305982722174042899,7306045638617187091,[撇嘴]没画我，差评,1701071608,😀all in,a3551862d67a823d13dec20d0004f0f7.jpeg,张全蛋。,湖南
7305979367383911719,7306018588409692982,7305982722174042899,0,看我表情[听歌][听歌][听歌][听歌],1701065017,💹🍄🦆,caeebdca3a6ee64e953069f0f9be2c16.jpeg,,黑龙江
7305979367383911719,7340772624480879375,7305982722174042899,7306045638617187091,全蛋，你之前推广那个次神光之觉醒，我在世界频道遇到了标兵1号，他说还有好多标兵[捂脸],1709156842,醉春风,51ac89faecb614ded2f71e5265cf1a3f.jpeg,张全蛋。,北京
7305979367383911719,7308185294845739802,7305982722174042899,7306045638617187091,每个月不用休息吗[看],1701569490,不改…初心,199b915bc44cee5e5a7926358bc9ad78.jpeg,张全蛋。,广东
7305979367383911719,7306082554564756260,7305982722174042899,7306055733203583807,想吃菌菇汤,1701079907,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,💹🍄🦆,四川
7305979367383911719,7306055733203583807,7305982722174042899,7306047609986401063,一万粉丝了，张全蛋想干嘛呢[呲牙],1701073664,💹🍄🦆,caeebdca3a6ee64e953069f0f9be2c16.jpeg,小野猫ᰔᩚ ⁵¹⁰⁷⁴,黑龙江
7305979367383911719,7306047609986401063,7305982722174042899,7306026920184791827,哈哈哈,1701071774,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,💹🍄🦆,四川
7305979367383911719,7306026920184791827,7305982722174042899,7306026656019235596,[大哭][大哭][大哭][大哭],1701066956,💹🍄🦆,caeebdca3a6ee64e953069f0f9be2c16.jpeg,小野猫ᰔᩚ ⁵¹⁰⁷⁴,黑龙江
7305979367383911719,7306026292750746409,7305982722174042899,7306019560750269196,[灵机一动][灵机一动]是的，帅不帅,1701066812,💹🍄🦆,caeebdca3a6ee64e953069f0f9be2c16.jpeg,小野猫ᰔᩚ ⁵¹⁰⁷⁴,黑龙江
7305979367383911719,7306019560750269196,7305982722174042899,7306018588409692982,你自我肖像吗,1701065243,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,💹🍄🦆,四川
7305979367383911719,7305983293152609024,7305982722174042899,0,你睡一会就有了[呲牙],1701056798,秋风,41585ac8fd3d4ce1177c24fbfa3fcd34.jpeg,,海南
7305979367383911719,7306015831057810227,7305982722174042899,0,光是想想都觉得开心,1701064375,是心动阿,dc17bf54918346807e40bd50708fe242.jpeg,,江苏
7305979367383911719,7306015285227258636,7305982722174042899,7306000360018576155,6,1701064246,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,@☞Honey Buddy,四川
7305979367383911719,7306014942942593828,7305982722174042899,0,八百个标兵给你[抠鼻],1701064167,清风几许,20257a9110e722589789171f86f1b209.jpeg,,山西
7305979367383911719,7306000782171128627,7305982722174042899,0,上次米其林姐姐不是给你点了两个，宝宝[看],1701060869,烟/栀º,02283f142b3e6a000f7adbec5c000867.jpeg,,福建
7305979367383911719,7306000360018576155,7305982722174042899,0,你都有五百多个了还要啊[看][看][看],1701060769,@☞Honey Buddy,d6afb0017267695dc537ab9c0957717a.jpeg,,重庆
7305979367383911719,7305996776611316543,7305982722174042899,7305989298293506867,666。你口味不错,1701059936,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,lntano,四川
7305979367383911719,7305993927449854757,7305982722174042899,0,别那么贪心，一开口就要两个[暗中观察],1701059273,阿洛,9a85136f637223dbddcc293e18825da4.jpeg,,广东
7305979367383911719,7305989298293506867,7305982722174042899,0,我以为画10个华佗调戏我[疑问],1701058196,lntano,93eada1db39afb20b007f15cae156d1c.jpeg,,广东
7305979367383911719,7305987083913921295,7305982722174042899,0,分不了一点给你！[呲牙][呲牙][呲牙][呲牙],1701057680,夕颜～惜年⁵¹⁰⁷⁴,e2fc591e7284259ab3b74318f226a94c.jpeg,,江苏
7305979367383911719,7305984641432437545,7305982722174042899,7305983555636527913,不要也罢,1701057113,小野猫ᰔᩚ ⁵¹⁰⁷⁴,3d213f039aa7d146acc896eff0cae81a.jpeg,ら孤痞,四川
7305979367383911719,7305984135742784283,7305982722174042899,0,你还要两个呀忙得过来呀[捂脸],1701056995,用户123,cba21cd704fb6fee9109da5adf47d70b.jpeg,,浙江
7305979367383911719,7305983645691872026,7305982722174042899,0,小色猫,1701056879,Lin、,8d66b4a8f856ef88e99c4d1ef1ef303e.jpeg,,北京
7305979367383911719,7305983555636527913,7305982722174042899,0,把深情分给你[捂脸][捂脸][捂脸],1701056859,ら孤痞,78750c2816971caf8b2d1e322a6eb282.jpeg,,广东
7305979367383911719,7305983364611228454,7305982722174042899,0,有我还不够,1701056815,骚爷,44454abef4d767390b0ae6417b1ed22f.jpeg,,四川
7305979367383911719,7305988689229873932,7305961548954141459,0,够不够[尬笑],1701058054,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,2c3533e4b37186c2addc2ff444cb489a.jpeg,,江苏
7305979367383911719,7306087227616215817,7305961548954141459,7305988689229873932,有毒,1701080996,勇哥i,973dff9c5d6a35c3695a8189fc71f42b.jpeg,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,北京
7305979367383911719,7306185815753786121,7305961548954141459,7305988689229873932,我还以为你P很多大房子，这些还是你留着吧[捂脸],1701103953,用户1732759601374,2f0c1d624595a7527daa35a19cf309de.jpeg,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,河南
7305979367383911719,7306185961289171763,7305961548954141459,7306120287589794595,没事，我就喜欢张君雅这个小脾气[偷笑],1701103995,用户1732759601374,2f0c1d624595a7527daa35a19cf309de.jpeg,华京活鱼馆铁子,河南
7305979367383911719,7306185838051459850,7305961548954141459,7306087227616215817,哈哈,1701103965,用户1732759601374,2f0c1d624595a7527daa35a19cf309de.jpeg,勇哥i,河南
7305979367383911719,7306446086972949259,7305961548954141459,7305988689229873932,你个老6,1701164549,那就这样吧⁸⁰⁰⁸,c4ffae1a859223c9a803239c53148b68.jpeg,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,新疆
7305979367383911719,7306447371653874484,7305961548954141459,7305988689229873932,[尬笑],1701164848,KG16,f7e2034d1a8f4afbc4c61738a713e3f7.jpeg,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,广东
7305979367383911719,7354184769205043980,7305961548954141459,7305988689229873932,好高级的样子喔[发呆],1712279579,小熊哥,787003cff9349b350859d982b747a3e6.jpeg,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,河北
7305979367383911719,7305985841573331766,7305983037685613366,0,等会9999就取关 再关注 再取关 再关注 诶我就是玩儿[展开说说],1701057390,张全蛋的小心肝。,984f82d3e10b8a84628d574ef3279057.jpeg,,浙江
7305979367383911719,7305989999526331147,7305983037685613366,7305987063856448295,玩不了了现在 超过10001了[泪奔],1701058361,张全蛋的小心肝。,984f82d3e10b8a84628d574ef3279057.jpeg,用户7564036552355,浙江
7305979367383911719,7305987063856448295,7305983037685613366,7305985841573331766,这咋么玩教教我,1701057674,用户7564036552355,2f0c1d624595a7527daa35a19cf309de.jpeg,张全蛋的小心肝。,山东
7305979367383911719,7306109534187455242,7305981392175874826,0,中医落不落后，你去把个脉，别人给你摇个头，你就知道落不落后了。,1701086189,再见,666bc69824e4b7913cbc3a10bdf869ad.jpeg,,江苏
7305979367383911719,7306679634094129929,7305981392175874826,0,那是因为他们近亲结婚[尬笑],1701218927,🍁,c460f2efbb1d9910806a55366da6fb93.jpeg,,广东
7305979367383911719,7306113735889584896,7306072552798798628,0,有腋毛[看],1701087168,🌈忆追梦,00d68b4c6d8b39829b3b80c8704d404e.jpeg,,广东
7305979367383911719,7306002467497558799,7305983558287049483,0,毫无违和感,1701061263,零四贰九,1f164a987432b1e987d8f37e9b7783c5.jpeg,,山西
7305979367383911719,7306342902162064166,7305983558287049483,0,看着头晕[尬笑],1701140526,✨名门⭐️,c11da040b01851a7d00d90a3d618a6ba.jpeg,,安徽
7305979367383911719,7306045586137252619,7305987486865802003,0,嘿嘿嘿[舔屏],1701071301,张全蛋。,025ce3f7cefae12ac71361de203ef6d2.jpeg,,四川
7305979367383911719,7306045716177158951,7305987486865802003,7306045586137252619,[抱抱你][抱抱你][抱抱你][抱抱你],1701071330,ら孤痞,78750c2816971caf8b2d1e322a6eb282.jpeg,张全蛋。,广东
7305979367383911719,7305997721037882175,7305983463948976896,0,@才圆圆 别看！恶评,1701060155,短巷子🇨🇳,72bf415344a9949d207a89e34c80d5a7.jpeg,,浙江
7305979367383911719,7307621974342943507,7307620934910870291,0,哈哈哈哈,1701438330,小刘,b62594073e5f25227812593f38095a9a.jpeg,,江苏
7305979367383911719,7306108248318575394,7306108179829834511,0,我告你重婚罪,1701085889,。。林🐉,15ce686e3ba09643ad0c28751f7e9da0.jpeg,,江苏
7305979367383911719,7306100088933466934,7306095992838767400,0,我早看过了憨憨 vvv吃瓜,1701083990,张全蛋的小心肝。,984f82d3e10b8a84628d574ef3279057.jpeg,,浙江
7305979367383911719,7306100236014601000,7306095992838767400,7306100088933466934,来了奥,1701084024,用户7881449461485,2f0c1d624595a7527daa35a19cf309de.jpeg,张全蛋的小心肝。,浙江
7305979367383911719,7306662839593730835,7306078519111598858,0,天天的也不出作品,1701215019,𓃰𓆗𓃠𓃯𓃵𓆉𓆡𓆝𓆟𓆜,2c3533e4b37186c2addc2ff444cb489a.jpeg,,江苏
7305979367383911719,7306449774906000165,7306014351034106639,0,十个华陀干啥用的,1701165407,👐格局打开,1ce5c0983f25eca48b921e1b5fce4544.jpeg,,广东
7305979367383911719,7306028980292518671,7305981003875517238,0,哈哈哈哈哈哈哈哈,1701067435,七锦.,f2671bdd5908de04e6971d216b0c2927.jpeg,,四川
